.rownames,Disorder id,Disorder name,Human gene symbol,Mouse model description,PhenoDigm % score,Matching human phenotypes,Matching mouse phenotypes
1516,OMIM:618947,Arthrogryposis Multiplex Congenita 5,TOR1A,Tor1a<em1(IMPC)H> het early,28.61,HP:0001695,MP:0010506
1517,OMIM:618960,Mitchell Syndrome,ACOX1,Acox1<em1(IMPC)Bay> hom early,23.275,HP:0002015,MP:0020870
1518,OMIM:618963,Immunodeficiency 69,IFNG,Ifng<tm1.1(KOMP)Vlcg> het early,42.49,"HP:0012156,HP:0001903,HP:0001433,HP:0001876,HP:0001894,HP:0001974,HP:0001744",MP:0002608
1519,OMIM:618974,Li-Ghorbani-Weisz-Hubshman Syndrome,KAT8,Kat8<em1(IMPC)Mbp> het early,24.59,HP:0007018,MP:0020870
1520,OMIM:618986,Immunodeficiency 73B With Defective Neutrophil Chemotaxis And Lymphopenia,RAC2,Rac2<em1(IMPC)Mbp> hom early,17.315,HP:0001433,MP:0000598
1521,OMIM:619011,Oocyte/Zygote/Embryo Maturation Arrest 9,TRIP13,Trip13<tm1.1(KOMP)Vlcg> hom early,62.16,"HP:0008222,HP:0000140,HP:0031516","MP:0001925,MP:0001926"
1522,OMIM:619011,Oocyte/Zygote/Embryo Maturation Arrest 9,TRIP13,Trip13<em1(IMPC)J> hom early,76.635,"HP:0008222,HP:0000140,HP:0031516","MP:0001925,MP:0001926"
1523,OMIM:619013,Rajab Interstitial Lung Disease With Brain Calcifications 2,FARSA,Farsa<tm2a(EUCOMM)Wtsi> het early,28.04,"HP:0001433,HP:0040075,HP:0000821,HP:0002155,HP:0001382,HP:0003073,HP:0001935","MP:0003020,MP:0002079,MP:0005634,MP:0000063,MP:0000221"
1524,OMIM:619027,"Spastic Paraplegia 83, Autosomal Recessive",HPDL,Hpdl<em1(IMPC)Mbp> het early,28.5,HP:0002015,"MP:0001364,MP:0020870"
1525,OMIM:619042,"Spinal Muscular Atrophy, Infantile, James Type",GARS1,Gars1<em1(IMPC)Tcp> het early,19.44,HP:0003273,MP:0000157
1526,OMIM:619046,"Mitochondrial Complex Iv Deficiency, Nuclear Type 3",COX10,Cox10<em1(IMPC)Bay> het early,22.11,"HP:0008358,HP:0003348","MP:0001556,MP:0005178"
1527,OMIM:619051,"Mitochondrial Complex Iv Deficiency, Nuclear Type 7",COX6B1,Cox6b1<em1(IMPC)Tcp> het early,23.365,"HP:0005180,HP:0001640,HP:0002092,HP:0001639","MP:0004122,MP:0004952"
1528,OMIM:619051,"Mitochondrial Complex Iv Deficiency, Nuclear Type 7",COX6B1,Cox6b1<em1(IMPC)Tcp> hom embryo,20.315,HP:0001511,MP:0001697
1529,OMIM:619054,"Mitochondrial Complex Iv Deficiency, Nuclear Type 11",COX20,Cox20<em1(IMPC)Tcp> het early,31.965,"HP:0001266,HP:0002451,HP:0000473",MP:0001488
1530,OMIM:619056,Neurodevelopmental Disorder With Speech Impairment And Dysmorphic Facies,SETD1A,Setd1a<tm1a(EUCOMM)Wtsi> het early,24.725,"HP:0001513,HP:0001382,HP:0001363","MP:0010123,MP:0003960,MP:0000062"
1531,OMIM:619057,Combined Oxidative Phosphorylation Deficiency 51,PTCD3,Ptcd3<tm1.1(KOMP)Vlcg> het early,27.78,HP:0000648,MP:0006243
1532,OMIM:619059,"Mitochondrial Complex Iv Deficiency, Nuclear Type 15",COX8A,Cox8a<em1(IMPC)Marc> hom early,37.71,"HP:0003348,HP:0002154,HP:0000580","MP:0001325,MP:0000198,MP:0001552"
1533,OMIM:619071,"Leukodystrophy, Hypomyelinating, 20",CNP,Cnp<tm1b(EUCOMM)Wtsi> hom early,35.09,HP:0000737,MP:0020870
1534,OMIM:619094,Spermatogenic Failure 45,DNAH2,Dnah2<em1(IMPC)Tcp> hom early,60.18,"HP:0032558,HP:0032559,HP:0032560,HP:0012207,HP:0003251","MP:0001925,MP:0002059"
1535,OMIM:619112,"Neuronopathy, Distal Hereditary Motor, Autosomal Dominant 13",BSCL2,Bscl2<tm1b(EUCOMM)Hmgu> hom early,47.16,"HP:0009053,HP:0001761,HP:0001288","MP:0001406,MP:0001402,MP:0002764"
1536,OMIM:619120,Combined Osteogenesis Imperfecta And Ehlers-Danlos Syndrome 2,COL1A2,Col1a2<tm1b(EUCOMM)Wtsi> hom early,19.235,"HP:0001382,HP:0002757",MP:0000062
1537,OMIM:619122,Vertebral Hypersegmentation And Orofacial Anomalies,GDF11,Gdf11<tm2b(EUCOMM)Hmgu> hom embryo,40.32,"HP:0100334,HP:0000176,HP:0100333",MP:0000111
1538,OMIM:619123,Cardiofacioneurodevelopmental Syndrome,CCDC32,Ccdc32<em1(IMPC)J> het early,14.74,HP:0001746,MP:0000221
1539,OMIM:619127,Mandibuloacral Dysplasia Progeroid Syndrome,MTX2,Mtx2<em1(IMPC)J> het early,33.89,"HP:0001371,HP:0040217,HP:0009771,HP:0000938,HP:0001952,HP:0001387","MP:0000221,MP:0000062,MP:0005560"
1540,OMIM:619130,Thrombocytopenia 7,IKZF5,Ikzf5<tm1(KOMP)Wtsi> hom early,23.57,"HP:0033536,HP:0033535,HP:0001873",MP:0012362
1541,OMIM:619131,"Osteogenesis Imperfecta, Type Xxi",KDELR2,Kdelr2<em1(IMPC)Bay> het early,28.43,HP:0000939,MP:0003795
1542,OMIM:619132,Frontotemporal Dementia And/Or Amyotrophic Lateral Sclerosis 8,CYLD,Cyld<em2(IMPC)Marc> hom early,34.585,"HP:0000726,HP:0002354,HP:0002145",MP:0001417
1543,OMIM:619151,"Amed Syndrome, Digenic",ADH5,Adh5<tm1b(EUCOMM)Wtsi> hom early,24.715,HP:0007018,MP:0001417
1544,OMIM:619155,"Nephrotic Syndrome, Type 22",NOS1AP,Nos1ap<tm1b(KOMP)Wtsi> hom early,38.94,"HP:0000096,HP:0003774,HP:0003075,HP:0002907,HP:0000100,HP:0012593","MP:0002942,MP:0000538"
1545,OMIM:619165,"Oculocutaneous Albinism, Type Viii",DCT,Dct<tm1b(KOMP)Mbp> hom early,55.575,"HP:0005599,HP:0001010,HP:0012805",MP:0002075
1546,OMIM:619172,Hermansky-Pudlak Syndrome 11,BLOC1S5,Bloc1s5<em1(IMPC)Tcp> hom early,62.55,"HP:0002286,HP:0000995,HP:0001022,HP:0007750,HP:0012805,HP:0001107","MP:0005102,MP:0001322,MP:0010097,MP:0001325,MP:0011239,MP:0002075"
1547,OMIM:619174,"Deafness, Autosomal Recessive 117",CLRN2,Clrn2<em1(IMPC)J> hom early,28.22,HP:0000407,MP:0004738
1548,OMIM:619177,Spermatogenic Failure 51,CFAP91,Cfap91<em1(IMPC)Mbp> hom early,40.5,"HP:0032558,HP:0033525,HP:0032561,HP:0025437,HP:0012207,HP:0032559,HP:0032560,HP:0033393,HP:0000798","MP:0001147,MP:0001146,MP:0001925"
1549,OMIM:619179,"Microcephaly 26, Primary, Autosomal Dominant",LMNB1,Lmnb1<tm1a(EUCOMM)Wtsi> het early,30.03,HP:0001508,MP:0001262
1550,OMIM:619185,Joubert Syndrome 37,TOGARAM1,Togaram1<em1(IMPC)J> hom embryo,48.285,"HP:0000568,HP:0100259","MP:0001297,MP:0000562,MP:0001293,MP:0005650"
1551,OMIM:619189,Li-Campeau Syndrome,UBR7,Ubr7<em1(IMPC)Tcp> hom early,32.765,HP:0003065,MP:0002764
1552,OMIM:619202,Spermatogenic Failure 52,C14orf39,4930447C04Rik<em1(IMPC)Bay> hom early,60.395,"HP:0003251,HP:0000027","MP:0001925,MP:0001926"
1553,OMIM:619203,Premature Ovarian Failure 18,C14orf39,4930447C04Rik<em1(IMPC)Bay> hom early,37.165,"HP:0008209,HP:0000858,HP:0000869,HP:0008724","MP:0001925,MP:0001926"
1554,OMIM:619224,"Mitochondrial Complex Ii Deficiency, Nuclear Type 4",SDHB,Sdhb<tm1b(EUCOMM)Hmgu> het early,31.565,"HP:0012402,HP:0002527,HP:0001251","MP:0002135,MP:0001402"
1555,OMIM:619228,Developmental Delay With Dysmorphic Facies And Dental Anomalies,SATB1,Satb1<tm1b(EUCOMM)Hmgu> het early,43.05,HP:0002353,MP:0004738
1556,OMIM:619229,Den Hoed-De Boer-Voisin Syndrome,SATB1,Satb1<tm1b(EUCOMM)Hmgu> het early,32.245,"HP:0010841,HP:0011197,HP:0000736,HP:0000733,HP:0002015,HP:0000358,HP:0012171,HP:0002521,HP:0002353,HP:0000713","MP:0001399,MP:0004738,MP:0001415"
1557,OMIM:619232,"Hypercholanemia, Familial 3",BAAT,Baat<em1(IMPC)Mbp> hom early,28.8,HP:0002908,"MP:0005179,MP:0002968,MP:0000186,MP:0001552"
1558,OMIM:619234,"Short Stature, Oligodontia, Dysmorphic Facies, And Motor Delay",POLR3GL,Polr3gl<em1(IMPC)Bay> hom embryo,12.265,HP:0001537,MP:0001697
1559,OMIM:619243,Global Developmental Delay With Speech And Behavioral Abnormalities,TNRC6B,Tnrc6b<em1(IMPC)Bay> hom early,25.43,"HP:0001382,HP:0007018","MP:0020870,MP:0000063"
1560,OMIM:619244,Neurodevelopmental Disorder With Cerebral Atrophy And Variable Facial Dysmorphism,TTC5,Ttc5<em1(IMPC)Rbrc> het early,29.375,HP:0002808,"MP:0004599,MP:0000137"
1561,OMIM:619245,Premature Ovarian Failure 19,HSF2BP,Hsf2bp<tm1b(EUCOMM)Hmgu> hom early,34.715,"HP:0008209,HP:0000858,HP:0000869,HP:0008222",MP:0001147
1562,OMIM:619248,Vitreoretinopathy With Phalangeal Epiphyseal Dysplasia,COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,15.005,"HP:0001156,HP:0005920",MP:0002109
1563,OMIM:619256,"Hypercholanemia, Familial, 2",SLC10A1,Slc10a1<em1(IMPC)Mbp> hom early,32.505,HP:0006579,"MP:0009342,MP:0005084,MP:0000598"
1564,OMIM:619259,Neurodegeneration With Ataxia And Late-Onset Optic Atrophy,SDHA,Sdha<tm2b(KOMP)Wtsi> het early,28.48,HP:0000716,MP:0020870
1565,OMIM:619273,Cimdag Syndrome,VPS4A,Vps4a<tm1b(EUCOMM)Hmgu> het early,39.785,"HP:0000519,HP:0002240,HP:0001414,HP:0001081","MP:0001304,MP:0001303,MP:0004952,MP:0000691"
1566,OMIM:619273,Cimdag Syndrome,VPS4A,Vps4a<tm1b(EUCOMM)Hmgu> het embryo,23.405,HP:0001332,MP:0001491
1567,OMIM:619273,Cimdag Syndrome,VPS4A,Vps4a<tm1b(EUCOMM)Hmgu> hom embryo,23.205,HP:0001332,MP:0001491
1568,OMIM:619278,"Microcephaly, Epilepsy, And Diabetes Syndrome 2",YIPF5,Yipf5<tm1b(EUCOMM)Hmgu> het early,25.225,HP:0040217,MP:0002875
1569,OMIM:619279,Parkinsonism With Polyneuropathy,UQCRC1,Uqcrc1<em1(IMPC)Bay> het early,36.57,HP:0000716,MP:0001417
1570,OMIM:619290,Mahvash Disease,GCGR,Gcgr<tm1.1(KOMP)Vlcg> hom early,41.075,"HP:0100027,HP:0005978,HP:4000061,HP:0030688","MP:0002727,MP:0013278,MP:0002981,MP:0005292"
1571,OMIM:619293,Blepharophimosis-Impaired Intellectual Development Syndrome,SMARCA2,Smarca2<em1(IMPC)J> hom early,38.975,"HP:0000744,HP:0100025,HP:0007018,HP:0000733",MP:0001399
1572,OMIM:619297,Kinsship Syndrome,AFF3,Aff3<tm1a(EUCOMM)Wtsi> het early,26.55,"HP:0000470,HP:0002650,HP:0000960",MP:0004599
1573,OMIM:619297,Kinsship Syndrome,AFF3,Aff3<tm1a(EUCOMM)Wtsi> hom early,33.54,"HP:0000219,HP:0000179,HP:0000938,HP:0002827,HP:0002714,HP:0000470,HP:0010296,HP:0000303,HP:0000154,HP:0000960,HP:0000212,HP:0000319,HP:0000322,HP:0003083,HP:0000347,HP:0002650,HP:0000687","MP:0004613,MP:0002100,MP:0003036,MP:0004599,MP:0005358"
1574,OMIM:619301,"Pontocerebellar Hypoplasia, Type 14",PPIL1,Ppil1<em1(IMPC)Mbp> het early,15.575,"HP:0001873,HP:0410252",MP:0000692
1575,OMIM:619313,Immunodeficiency 80 With Or Without Congenital Cardiomyopathy,MCM10,Mcm10<tm1(NCOM)Cmhd> het early,27.415,"HP:0002155,HP:0003281",MP:0002942
1576,OMIM:619323,Neurodevelopmental Disorder With Seizures And Gingival Overgrowth,TBC1D2B,Tbc1d2b<tm1a(EUCOMM)Hmgu> hom early,30.22,"HP:0001350,HP:0002066",MP:0000745
1577,OMIM:619325,Coffin-Siris Syndrome 12,BICRA,Bicra<em1(IMPC)J> hom embryo,27.31,HP:0030148,MP:0001914
1578,OMIM:619326,Bdv Syndrome,CPE,Cpe<tm1b(EUCOMM)Hmgu> hom early,36.49,"HP:0000842,HP:0000786,HP:0000044,HP:0005978","MP:0001925,MP:0005559,MP:0005293,MP:0013279"
1579,OMIM:619328,"Leukodystrophy, Hypomyelinating, 22",CLDN11,Cldn11<em1(IMPC)H> hom early,37.67,HP:0002540,MP:0001406
1580,OMIM:619339,Bartsocas-Papas Syndrome 2,CHUK,Chuk<em1(IMPC)Ccpcz> het early,48.35,"HP:0000568,HP:0100337,HP:0000347,HP:0000191,HP:0100336","MP:0001297,MP:0013129,MP:0002100"
1581,OMIM:619339,Bartsocas-Papas Syndrome 2,CHUK,Chuk<em1(IMPC)Ccpcz> hom embryo,14.14,"HP:0005650,HP:0005807,HP:0200055",MP:0002109
1582,OMIM:619362,Megacystis-Microcolon-Intestinal Hypoperistalsis Syndrome 3,LMOD1,Lmod1<em1(IMPC)J> hom early,22.895,HP:0003811,MP:0011110
1583,OMIM:619369,Lymphatic Malformation 10,ANGPT2,Angpt2<em1(IMPC)Mbp> hom early,37.065,HP:0000034,"MP:0001157,MP:0000703,MP:0000706"
1584,OMIM:619379,Spermatogenic Failure 54,CATIP,Catip<tm1b(KOMP)Wtsi> hom early,70.44,"HP:0003251,HP:0032562,HP:0012207,HP:0033524,HP:0032559,HP:0032560,HP:0000798,HP:0030974",MP:0001925
1585,OMIM:619380,Spermatogenic Failure 55,SPAG17,Spag17<tm1b(KOMP)Wtsi> hom early,77.39,"HP:0012207,HP:0003251",MP:0001925
1586,OMIM:619381,Immunodeficiency 82 With Systemic Inflammation,SYK,Syk<tm1b(EUCOMM)Hmgu> het early,13.47,HP:0001824,MP:0003961
1587,OMIM:619402,"Cardiomyopathy, Familial Hypertrophic, 28",FHOD3,Fhod3<em1(IMPC)Mbp> hom embryo,37.09,"HP:0001670,HP:4000004,HP:0031992,HP:0031295,HP:0005157",MP:0000266
1588,OMIM:619406,Hypokalemic Tubulopathy And Deafness,KCNJ16,Kcnj16<tm1Sjtu> hom early,23.305,HP:0001251,MP:0000745
1589,OMIM:619407,Whim Syndrome 2,CXCR2,Cxcr2<tm1a(EUCOMM)Wtsi> hom early,64.72,HP:0410252,"MP:0013022,MP:0010067,MP:0013523,MP:0013154,MP:0008079,MP:0013157,MP:0005505,MP:0008346,MP:0008209,MP:0013654,MP:0010850,MP:0005017,MP:0008215,MP:0008211,MP:0005011,MP:0013025,MP:0005562,MP:0013427,MP:0013418,MP:0000219,MP:0010835,MP:0000220,MP:0010838,MP:0000218,MP:0013772,MP:0005018,MP:0000322,MP:0011816"
1590,OMIM:619422,"Spinocerebellar Ataxia, Autosomal Recessive 31",ATG7,Atg7<em1(IMPC)Ccpcz> het early,34.845,"HP:0000648,HP:0000488",MP:0001325
1591,OMIM:619424,"Myopathy, Myofibrillar, 12, Infantile-Onset, With Cardiomyopathy",MYL2,Myl2<tm1b(EUCOMM)Hmgu> het early,32.04,HP:0003236,MP:0002966
1592,OMIM:619426,White-Kernohan Syndrome,DDB1,Ddb1<em1(IMPC)Ccpcz> het early,34.225,"HP:0007018,HP:0000072,HP:0000085,HP:0000126","MP:0011874,MP:0001399,MP:0000538"
1593,OMIM:619437,Immunodeficiency 84,IKZF3,Ikzf3<tm1(KOMP)Vlcg> hom early,55.625,"HP:0010976,HP:0009789,HP:0001744","MP:0012361,MP:0003179,MP:0005016,MP:0000221,MP:0000219"
1594,OMIM:619451,"Cutis Laxa, Autosomal Recessive, Type Iie",LTBP1,Ltbp1<tm1a(EUCOMM)Wtsi> hom early,45.375,"HP:0000179,HP:0001363,HP:0001159,HP:0002827,HP:0002553,HP:0000343,HP:0000431,HP:0003300,HP:0001382,HP:0002650,HP:0004209,HP:0000527,HP:0002938,HP:0006191,HP:0001156,HP:0000218,HP:0002970","MP:0000443,MP:0002100,MP:0004609,MP:0005108,MP:0000552,MP:0002075,MP:0005358"
1595,OMIM:619464,Sick Sinus Syndrome 4,GNB2,Gnb2<em1(IMPC)J> hom early,55.54,"HP:0001279,HP:0031593,HP:0001678,HP:0033992,HP:0004757,HP:0012723,HP:0031547,HP:0001645,HP:0025074,HP:0001688","MP:0010571,MP:0010507,MP:0002626"
1596,OMIM:619467,"Usmani-Riazuddin Syndrome, Autosomal Dominant",AP1G1,Ap1g1<tm1b(EUCOMM)Hmgu> het early,50.635,"HP:0000718,HP:0000752,HP:0000722,HP:0100716,HP:0000716","MP:0002574,MP:0001399"
1597,OMIM:619470,Neurodevelopmental Disorder With Motor And Speech Delay And Behavioral Abnormalities,TMEM222,Tmem222<tm1b(KOMP)Mbp> het early,30.775,"HP:0000648,HP:0001337",MP:0006243
1598,OMIM:619471,Bardet-Biedl Syndrome 20,IFT172,Ift172<tm2b(EUCOMM)Hmgu> het early,37.235,"HP:0012841,HP:0100259,HP:0001085,HP:0004691,HP:0001162,HP:0000510,HP:0001841","MP:0010097,MP:0002110"
1599,OMIM:619471,Bardet-Biedl Syndrome 20,IFT172,Ift172<tm2b(EUCOMM)Hmgu> hom embryo,20.93,HP:0001631,"MP:0000288,MP:0000266"
1600,OMIM:619472,Viss Syndrome,IPO8,Ipo8<tm1.1(KOMP)Vlcg> het early,11.925,HP:0032061,MP:0005561
1601,OMIM:619472,Viss Syndrome,IPO8,Ipo8<tm1.1(KOMP)Vlcg> hom early,24.885,HP:0000541,"MP:0008259,MP:0010097"
1602,OMIM:619475,"Developmental Delay, Impaired Speech, And Behavioral Abnormalities",SPTBN1,Sptbn1<tm1a(EUCOMM)Wtsi> het early,28.9,"HP:0001513,HP:0001508,HP:0025502,HP:0002904,HP:0004325","MP:0005419,MP:0001262"
1603,OMIM:619481,"Bile Acid Malabsorption, Primary, 2",SLC51B,Slc51b<em1(IMPC)Mbp> hom early,20.505,"HP:0025321,HP:0006579,HP:0001405,HP:0034048","MP:0002968,MP:0000691,MP:0000689"
1604,OMIM:619482,"Central Hypoventilation Syndrome, Congenital, 2, And Autonomic Dysfunction",MYO1H,Myo1h<tm1b(KOMP)Wtsi> het early,16.84,HP:0000020,MP:0011436
1605,OMIM:619493,"Congenital Disorder Of Glycosylation, Type 2V",EDEM3,Edem3<tm1b(EUCOMM)Hmgu> het early,21.24,HP:0002162,MP:0002075
1606,OMIM:619503,Neurodevelopmental Disorder With Hypotonia And Dysmorphic Facies,GNB2,Gnb2<em1(IMPC)J> hom early,32.745,"HP:0002917,HP:0002527,HP:0030051,HP:0001433,HP:0002901,HP:0003763,HP:0001409,HP:0001878,HP:0002015,HP:0100710,HP:0012172,HP:0000744,HP:0002136,HP:0002140","MP:0010571,MP:0002626,MP:0005419,MP:0005561,MP:0000218,MP:0002574,MP:0010507,MP:0020870,MP:0005567,MP:0001399"
1607,OMIM:619515,Spermatogenic Failure 56,DNAH10,Dnah10<em1(IMPC)Bay> hom early,75.09,"HP:0032558,HP:0034011,HP:0012207,HP:0032559,HP:0032560,HP:0033393,HP:0000798,HP:0003251",MP:0001925
1608,OMIM:619518,"Muscular Dystrophy, Congenital Hearing Loss, And Ovarian Insufficiency Syndrome",GGPS1,Ggps1<tm1b(EUCOMM)Wtsi> het early,18.115,HP:0003236,"MP:0005178,MP:0001556"
1609,OMIM:619522,Neurodevelopmental-Craniofacial Syndrome With Variable Renal And Cardiac Abnormalities,ZMYM2,Zmym2<em1(IMPC)J> het early,34.965,HP:0002267,MP:0001488
1610,OMIM:619522,Neurodevelopmental-Craniofacial Syndrome With Variable Renal And Cardiac Abnormalities,ZMYM2,Zmym2<em1(IMPC)J> hom embryo,26.835,"HP:0004322,HP:0001511,HP:0001510",MP:0003984
1611,OMIM:619522,Neurodevelopmental-Craniofacial Syndrome With Variable Renal And Cardiac Abnormalities,ZMYM2,Zmym2<em1(IMPC)Bay> hom embryo,19.41,"HP:0001629,HP:0001631","MP:0000288,MP:0000266"
1612,OMIM:619528,Spermatogenic Failure 57,PNLDC1,Pnldc1<em1(IMPC)Bay> hom early,66.74,"HP:0011961,HP:0003251,HP:0031038",MP:0001925
1613,OMIM:619531,Cone-Rod Dystrophy 22,TLCD3B,Tlcd3b<em1(IMPC)Bay> hom early,62.295,"HP:0007722,HP:0025159,HP:0007843,HP:0011504,HP:0030631,HP:0030825,HP:0030629","MP:0003731,MP:0011965,MP:0001325"
1614,OMIM:619534,"Biliary, Renal, Neurologic, And Skeletal Syndrome",IFT56,Ift56<em1(IMPC)J> hom early,18.185,HP:0003811,MP:0011100
1615,OMIM:619534,"Biliary, Renal, Neurologic, And Skeletal Syndrome",IFT56,Ift56<em1(IMPC)J> hom embryo,37.365,"HP:0100259,HP:0001159,HP:0010442,HP:0000232,HP:0010068,HP:0002040,HP:0000023,HP:0011304","MP:0000562,MP:0000111,MP:0003385"
1616,OMIM:619548,"Usmani-Riazuddin Syndrome, Autosomal Recessive",AP1G1,Ap1g1<tm1b(EUCOMM)Hmgu> het early,45.62,"HP:0030953,HP:0000718","MP:0001304,MP:0001399,MP:0002574"
1617,OMIM:619556,"Intellectual Developmental Disorder With Hypotonia, Impaired Speech, And Dysmorphic Facies",TNPO2,Tnpo2<tm1b(EUCOMM)Hmgu> hom early,27.185,HP:0000483,MP:0011959
1618,OMIM:619565,Dystonia 31,AOPEP,Aopep<tm1b(KOMP)Wtsi> hom early,39.73,"HP:0002015,HP:0000716",MP:0020421
1619,OMIM:619575,Developmental Delay With Or Without Intellectual Impairment Or Behavioral Abnormalities,TAOK1,Taok1<em1(IMPC)Tcp> het early,33.98,HP:0001134,"MP:0001304,MP:0001303"
1620,OMIM:619585,Spermatogenic Failure 58,IFT74,Ift74<tm1b(EUCOMM)Hmgu> hom early,69.51,"HP:0012208,HP:0034011,HP:0032559,HP:0033393,HP:0000798,HP:0003251",MP:0001925
1621,OMIM:619646,Spermatogenic Failure 60,TERB1,Terb1<tm1b(KOMP)Mbp> het early,28.29,"HP:0011961,HP:0031038",MP:0001126
1622,OMIM:619652,Immunodeficiency 92,REL,Rel<tm1b(EUCOMM)Wtsi> hom early,28.84,"HP:0030388,HP:0100827,HP:0010976,HP:0001894,HP:0001974",MP:0000223
1623,OMIM:619653,"Neurodevelopmental Disorder, Nonprogressive, With Spasticity And Transient Opisthotonus",TNR,Tnr<em1(IMPC)Rbrc> hom late,29.6,"HP:0001266,HP:0002540",MP:0003313
1624,OMIM:619658,"Cholestasis, Progressive Familial Intrahepatic, 7, With Or Without Hearing Loss",USP53,Usp53<em1(IMPC)Tcp> hom early,38.08,"HP:0410053,HP:0002901,HP:0000365","MP:0005568,MP:0005344,MP:0004738,MP:0002968,MP:0005178"
1625,OMIM:619665,Ovarian Dysgenesis 9,SPIDR,Spidr<tm1b(EUCOMM)Hmgu> hom early,33.44,"HP:0008209,HP:0000786,HP:0008724","MP:0001925,MP:0001926"
1626,OMIM:619672,Spermatogenic Failure 61,STAG3,Stag3<tm1e.1(KOMP)Wtsi> hom early,62.12,"HP:0011961,HP:0031039,HP:0003251","MP:0001147,MP:0001926,MP:0001925"
1627,OMIM:619681,"Dystonia, Early-Onset, And/Or Spastic Paraplegia",ATP5MC3,Atp5mc3<em1(IMPC)Bay> hom early,43.72,HP:0001288,MP:0001402
1628,OMIM:619688,"Leukodystrophy, Hypomyelinating, 23, With Ataxia, Deafness, Liver Dysfunction, And Dilated Cardiomyopathy",RNF220,Rnf220<em1(IMPC)Bay> het early,26.485,HP:0001251,MP:0002574
1629,OMIM:619690,Brunet-Wagner Neurodevelopmental Syndrome,RBL2,Rbl2<tm1b(EUCOMM)Hmgu> het early,30.27,HP:0000648,"MP:0001289,MP:0001325"
1630,OMIM:619692,"Trichothiodystrophy 9, Nonphotosensitive",MARS1,Mars1<em1(IMPC)Bay> het early,31.665,HP:0001251,MP:0001392
1631,OMIM:619696,Spermatogenic Failure 64,FBXO43,Fbxo43<em1(IMPC)Marc> hom early,59.91,"HP:0012865,HP:0000798,HP:0003251,HP:0034011","MP:0001925,MP:0001926"
1632,OMIM:619697,Oocyte/Zygote/Embryo Maturation Arrest 12,FBXO43,Fbxo43<em1(IMPC)Marc> hom early,68.215,HP:0008222,"MP:0001925,MP:0001926"
1633,OMIM:619698,"Mucopolysaccharidosis, Type X",ARSK,Arsk<tm1b(KOMP)Wtsi> het early,22.385,HP:0100832,MP:0001325
1634,OMIM:619698,"Mucopolysaccharidosis, Type X",ARSK,Arsk<tm1b(KOMP)Wtsi> hom early,22.385,HP:0100832,MP:0001325
1635,OMIM:619699,Ferguson-Bonni Neurodevelopmental Syndrome,ANAPC7,Anapc7<em1(IMPC)J> hom early,29.89,"HP:0008209,HP:0000776","MP:0001926,MP:0010024"
1636,OMIM:619705,Immunodeficiency 93 And Hypertrophic Cardiomyopathy,FNIP1,Fnip1<em1(IMPC)Ccpcz> het early,30.825,"HP:0030388,HP:0005133,HP:0001639,HP:0030252,HP:0010976,HP:0001875","MP:0000703,MP:0000706,MP:0002953"
1637,OMIM:619705,Immunodeficiency 93 And Hypertrophic Cardiomyopathy,FNIP1,Fnip1<em1(IMPC)Ccpcz> hom early,56.03,"HP:0001716,HP:0030388,HP:0005133,HP:0001639,HP:0030252,HP:0010976,HP:0100280,HP:0005180,HP:0002136,HP:0001875","MP:0010392,MP:0010068,MP:0011951,MP:0010851,MP:0000709,MP:0013763,MP:0010579,MP:0013771,MP:0000692,MP:0000703,MP:0005015,MP:0010850,MP:0000274,MP:0000494,MP:0000266,MP:0010570,MP:0008078,MP:0008074,MP:0001402,MP:0002833,MP:0003233,MP:0000219,MP:0010506,MP:0002953,MP:0004953,MP:0002753,MP:0000689,MP:0013522,MP:0005599,MP:0005016,MP:0005333,MP:0013519,MP:0009476"
1638,OMIM:619707,"Agammaglobulinemia 10, Autosomal Dominant",SPI1,Spi1<tm2b(EUCOMM)Wtsi> het early,27.335,"HP:0030252,HP:0410255","MP:0002590,MP:0002875"
1639,OMIM:619708,Gastrointestinal Defects And Immunodeficiency Syndrome 2,PI4KA,Pi4ka<tm1b(EUCOMM)Wtsi> het early,28.095,"HP:0002599,HP:0001332,HP:0002080,HP:0001888","MP:0000220,MP:0003131,MP:0001513,MP:0002608"
1640,OMIM:619736,Teebi Hypertelorism Syndrome 2,CDH11,Cdh11<em1(IMPC)Mbp> hom early,42.3,"HP:0003196,HP:0000047,HP:0007018","MP:0001146,MP:0002135,MP:0001364,MP:0000443,MP:0003068,MP:0001147,MP:0020870,MP:0001399"
1641,OMIM:619743,Combined Oxidative Phosphorylation Deficiency 55,POLRMT,Polrmt<em1(IMPC)Mbp> het early,28.725,HP:0002119,MP:0001891
1642,OMIM:619745,Noonan Syndrome 14,SPRED2,Spred2<em1(IMPC)Mbp> hom early,16.98,"HP:0002705,HP:0001888","MP:0010067,MP:0003883,MP:0000691,MP:0002591"
1643,OMIM:619750,Immunodeficiency 94 With Autoinflammation And Dysmorphic Facies,IL6ST,Il6st<tm1b(KOMP)Mbp> het early,34.315,"HP:0033332,HP:0011227,HP:0001433,HP:0001935","MP:0005344,MP:0005641"
1644,OMIM:619751,Stuve-Wiedemann Syndrome 2,IL6ST,Il6st<tm1b(KOMP)Mbp> het early,24.685,HP:0001873,MP:0005641
